Model,Data Representation,Test Fold,Epoch,Learning Rate,Training Loss,Validation Loss,Validation Accuracy
ResNet50,Cochleagram,10,7,5e-05,1.4078555068408605e-05,0.0007675689412280917,0.8100358422939068
ResNet50,Cochleagram,10,8,5e-05,1.37225379148731e-05,0.0007685872260481119,0.8207885304659498
ResNet50,Cochleagram,10,9,5e-05,1.1063569218094926e-05,0.0006102021434344351,0.8566308243727598
ResNet50,Cochleagram,10,10,5e-05,9.051062079379335e-06,0.0007993515464477241,0.8219832735961768
ResNet50,Cochleagram,10,11,5e-05,8.764217454881873e-06,0.0008497018716298044,0.8255675029868578
ResNet50,Cochleagram,10,12,5e-05,8.54288100526901e-06,0.0007398995803669095,0.8291517323775388
ResNet50,Cochleagram,10,13,5e-05,7.898938747530337e-06,0.0007577099604532123,0.8291517323775388
ResNet50,Cochleagram,10,14,5e-05,6.906275302753784e-06,0.000738050090149045,0.8482676224611708
ResNet50,Cochleagram,10,15,5e-05,6.25240591034526e-06,0.0008390533621422946,0.8279569892473119
ResNet50,Cochleagram,10,16,5e-05,6.01227520746761e-06,0.0008929251343943179,0.8303464755077659
ResNet50,Cochleagram,10,17,5e-05,6.48241029921337e-06,0.0008403347455896437,0.8375149342891278
ResNet50,Cochleagram,10,18,5e-05,6.165826562209986e-06,0.0007998156361281872,0.8470728793309439
ResNet50,Cochleagram,10,19,5e-05,5.391359536588425e-06,0.0008097106474451721,0.8279569892473119
ResNet50,Cochleagram,10,20,5e-05,5.6096064326993655e-06,0.0008152742520906031,0.8387096774193549
